Molecule ChEMBL ID,Smiles,Actual pChEMBL,Predicted pChEMBL,Residuals,Leverage,NumSpiroAtoms,BCUT2D_MRLOW,MinAbsEStateIndex,PEOE_VSA10,VSA_EState5,VSA_EState8,EState_VSA6,EState_VSA7,EState_VSA5,PEOE_VSA12,VSA_EState9,fr_bicyclic,PEOE_VSA11,PEOE_VSA5,fr_unbrch_alkane,fr_aryl_methyl,fr_N_O,SlogP_VSA4,fr_para_hydroxylation,fr_morpholine,fr_Ar_NH,fr_hdrzone,fr_pyridine,fr_SH,NumAliphaticCarbocycles
CHEMBL4227770,Cc1ccc(-c2cc(C(F)(F)F)nn2Cc2ccc(C(=O)NO)cc2)cc1,5.92,5.9778900000000235,-0.057890000000023534,0.0042268343288527,0.0,-0.14102992361957753,0.0975335411942555,0.0,-0.6663506952012892,1.9926779851852348,24.26546827384644,19.056471336613843,22.294633670189604,0.0,0.0,0.0,5.693927994848461,0.0,0.0,1.0,1.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL4440413,CN(C)c1ccc(C(=O)N(CCCCCC(=O)Nc2ccccc2N)CC(=O)NCc2ccccc2)cc1,5.91,5.872199999999981,0.037800000000019374,0.010160777488284938,0.0,-0.12159306241615261,0.032868023342236485,0.0,-0.5078614428100354,0.7871224866057551,29.165378004696915,73.59255731235936,0.0,11.814359458703011,3.8794900175740135,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3982024,CCOc1ccc(C[C@H]2C[C@H](C(=O)NO)C2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,5.91,6.0683141111111105,-0.15831411111111038,0.011496648199603342,0.0,-0.1371604384194805,0.1290347517549486,17.090617048900093,1.0311374679659515,4.388959985622525,17.209571515943576,32.046575604766076,0.0,5.907179729351506,1.7433230427468134,1.0,5.516700717616262,0.0,0.0,2.0,1.0,11.835812092322787,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CHEMBL4445342,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCC(=O)NO)c2c(=O)n1-c1ccccc1,5.91,5.8075799999999775,0.1024200000000226,0.008974048009327966,0.0,-0.12881124666180113,0.1594859641387416,17.668425290380732,0.6968150412753127,2.0190879733719185,16.3745163206771,55.4546737473835,6.3273200747645415,5.907179729351506,0.0,2.0,11.465039998602755,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEMBL2425960,O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,5.91,5.920639999999981,-0.010639999999980887,0.009736047694906253,0.0,-0.12362884756286997,0.0929981838414371,0.0,-0.6209393812677335,0.5596350324258874,29.093520927940723,30.33183534230805,17.632136811788964,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3593414,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2cc(ccn2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)N1,5.91,6.15793999999997,-0.24793999999996963,0.02061840946233482,0.0,-0.1320992625669535,0.03254092918031426,11.580766081531305,0.02086503749329438,7.935066432887122,19.19660087813758,32.056228643138354,42.78623476756026,17.721539188054518,0.0,4.0,5.11527693018572,11.761884949391115,4.0,0.0,0.0,5.917906046161393,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHEMBL178456,O=C(CS)NCCCCCC(=O)Nc1cccc2cccnc12,5.9,5.879760000000033,0.020239999999967395,0.026527120357538913,0.0,-0.1184619185265721,0.011530717225161524,0.0,0.13764596902708837,0.6331896992931444,6.196843571613076,30.33183534230805,0.0,11.814359458703011,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
CHEMBL4208487,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(CC4CC(C(=O)NO)C4)ccc3OCC)nn12,5.9,5.993574690476225,-0.09357469047622491,0.014826569212345144,0.0,-0.13716061409070704,0.130496050936028,11.573916331283833,1.7758569168808238,6.289317594271921,9.995494491736824,32.046575604766076,0.0,5.907179729351506,0.0,1.0,11.341105215616189,5.098681808301038,0.0,2.0,1.0,18.75954929201341,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CHEMBL5172893,C[C@H]1CN(Cc2ccc(/C=C/C(=O)NO)cc2)C[C@@H]1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1,5.9,6.0292633333333665,-0.12926333333336615,0.008307632501185838,0.0,-0.12363069650266367,0.12901836715370396,11.210628712464722,0.638302167271693,6.097594113987178,17.75296027656816,28.947271208991626,6.076020106833881,0.0,0.0,1.0,5.647177220767728,0.0,0.0,0.0,1.0,5.917906046161393,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEMBL4211776,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)NCCCCCCCC(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,5.9,5.892710000000031,0.0072899999999691545,0.015669189962932255,0.0,-0.11585333750604264,0.02313457715114131,5.817862777835028,1.0609802864968694,2.661683394576496,30.462311845459514,54.00889197365809,0.0,11.855519010338,3.905884540175874,1.0,0.0,0.0,4.0,2.0,0.0,6.923737199690624,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL5205415,O=C(/C=C/c1ccc(CNc2ccc3nc4n(c(=O)c3c2)CCCCC4)cc1)NO,5.9,5.9356440000000354,-0.03564400000003509,0.00758286218484961,0.0,-0.12362946433888067,0.045005845058154303,5.824404497999927,0.3293054655906673,1.3490591517266792,11.556116704955084,47.031669127022624,6.076020106833881,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3585964,O=C(CCCCCCc1nc(-c2ccccc2Cl)no1)NO,5.9,5.946700000000026,-0.04670000000002528,0.00876578442397043,0.0,-0.12881656552015286,0.3409840699642217,0.0,0.7402969444625365,0.0,11.546463666582813,18.19910120538483,0.0,17.62230814937734,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3670670,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccc(F)cc3)cc2-c2ccc(F)cc2)cc1,5.9,6.027653333333368,-0.1276533333333676,0.01370639939415762,0.0,0.07058747626400351,0.1881118737797136,17.32836967694025,-1.7814918314089319,0.1881118737797136,47.94466607735247,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.63444168209179,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEMBL4104052,Cc1c(CN(C)C)c2ccccc2n1S(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1,5.9,5.995820000000034,-0.09582000000003355,0.006614274867343732,0.0,-0.1236308432821171,0.1541813376585206,0.0,-0.6624487539880997,2.4509054148723504,12.13273413692322,50.18445916974192,27.661256750115413,0.0,0.08640542534098694,1.0,0.0,0.0,0.0,0.0,1.0,6.923737199690624,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3827766,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)[C@H]1CCCCO1,5.89,5.853622142857128,0.036377857142872116,0.005762074870579469,0.0,-0.12947504458967538,0.17346655328798155,11.921187228794198,-0.45849571457231075,0.6142737520249244,24.26546827384644,6.06636706846161,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817220841045895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2436596,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2coc(n2)CNC(=O)C[C@@H](/C=C/CCSSCC/C=C/[C@@H]2CC(=O)NCc3nc(co3)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O2)OC1=O,5.89,6.960579999999996,-1.070579999999996,0.0651905109896577,0.0,-0.15395680775035112,0.024663002698598335,69.37108089271722,-0.7812801841293895,10.682490860646595,75.28225936458495,12.152040213667762,36.05009589006035,35.41016676145784,3.264325707089332,8.0,0.0,23.52376989878223,0.0,0.0,0.0,11.835812092322787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL4086409,CCCCC(CCCC(=O)NO)CCC(=O)Nc1ccccc1,5.89,5.7767999999999935,0.11320000000000618,0.0051520949457862855,0.0,-0.1289454851461429,0.033147885697489166,0.0,0.13410010284826523,2.1511684704618506,5.480096598121202,30.33183534230805,0.0,11.814359458703011,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.917906046161393,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3970532,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,5.89,5.851010999999997,0.038989000000002605,0.00645974540787407,0.0,-0.11584947159731658,0.04019356369242577,0.0,-0.09825294976726817,2.60111876768015,12.13273413692322,43.321939610460284,0.0,5.907179729351506,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.923737199690624,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1097747,COc1cccc(-c2ccc(N)c(NC(=O)c3ccccc3)c2)c1,5.89,6.233653333333314,-0.3436533333333145,0.005063512435104924,0.0,0.10221348776571605,0.18972941337028582,5.749511833283905,0.5873040391546891,0.0,25.30889874666236,54.59730361615449,0.0,0.0,1.6325461900146243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL4438474,Nc1ccccc1NC(=O)CCCCCNc1ccccc1,5.89,5.8303366666666605,0.059663333333339175,0.009952792302594523,0.0,-0.11584239850972827,0.022146812556264273,0.0,0.022146812556264273,0.9278430509919507,6.06636706846161,36.39820241076966,0.0,5.907179729351506,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL4159897,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1,5.89,5.560510000000002,0.32948999999999806,0.009085647916819987,0.0,-0.13715055726789774,0.08379614512368194,5.817220841045895,-1.4130799612136207,0.0,0.0,0.0,48.53093654769288,5.907179729351506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817220841045895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL3655963,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(C(F)(F)F)cc1F,5.89,6.032944999999995,-0.14294499999999566,0.00611224205372252,0.0,-0.13734890039927186,0.007808520944343034,5.817220841045895,-1.8037173520691214,3.0761466994205087,0.0,0.0,19.32757099750245,5.948339280986494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.817220841045895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL4854089,C=CCn1c(SCc2ccc(C(=O)Nc3ccccc3N)cc2)nnc1-c1ccncc1,5.89,5.990939999999991,-0.10093999999999159,0.015810646316561375,0.0,0.10221140517396732,0.1992390666913364,0.0,1.2739993264847926,4.45345772043331,48.4210403664637,47.041322165394895,0.0,0.0,0.0,0.0,10.980840979820634,16.776299300200574,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
CHEMBL4580907,CCCNNC(=O)/C=C/c1ccc(CN(CCc2c(C)[nH]c3ccccc23)C(=O)OC(C)(C)C)cc1,5.89,6.05887,-0.16887000000000008,0.014646707939086685,0.0,-0.1168938461292983,0.19796145551319166,5.601050810983688,-0.19796145551319166,11.419997464095452,10.975929837684358,64.09315120953215,17.02569581299567,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.923737199690624,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEMBL4639586,COc1nc2ccccc2cc1-c1cnc([C@@H](N)CCCCCC(=O)c2cnoc2C)[nH]1,5.89,5.884152499999991,0.005847500000008665,0.009277227893174575,0.0,0.09772983023078789,0.07098763343364278,11.58465191687437,1.9140171621256379,1.7504356515937367,20.230378312581234,30.33183534230805,6.196843571613076,5.879988336435371,1.609874650721082,1.0,5.783244946364939,0.0,2.0,1.0,0.0,6.923737199690624,1.0,0.0,1.0,0.0,1.0,0.0,0.0
CHEMBL4075124,CCOc1cc(NC(=O)CCCCCNC(=O)[C@H](N)Cc2ccccc2)cc2c1OCC([N+](=O)[O-])=C2,5.89,5.901859999999982,-0.011859999999982662,0.016010904796416946,0.0,-0.42740182222573975,0.06802032956225634,0.0,0.47689188550236894,2.54826893314394,12.13273413692322,37.255572541998674,6.076020106833881,11.814359458703011,0.0,1.0,18.105905631080727,0.0,2.0,0.0,0.0,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL4633299,Cc1cc(C)c(CNC(=O)c2cc(C)n(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2C)c(=O)[nH]1,5.88,6.108985000000051,-0.2289850000000513,0.02816523316993265,0.0,-0.12889174287781946,0.09476431551219555,0.0,-0.7635994802506343,7.570993887168316,5.480096598121202,68.6602508573235,0.0,11.814359458703011,0.0,0.0,0.0,0.0,3.0,3.0,1.0,27.694948798762496,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CHEMBL4636226,COc1ccc(-c2ccc3nc(/C=C/C(=O)NO)ccc3c2)cc1,5.88,5.949920000000051,-0.06992000000005127,0.013031980653835335,0.0,-0.12362993041194043,0.5909716600138675,5.749511833283905,0.23268671086943127,0.0,18.665914246232617,48.53093654769288,6.076020106833881,0.0,1.6457542050920655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHEMBL3925737,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccc(/C=C/C(=O)NO)cc4)ccc3OCC)nc12,5.88,5.9317300000000435,-0.051730000000043574,0.01730649869758814,0.0,-0.12363240978274294,0.06272541496702733,17.090617048900093,-0.1569173923504088,4.117619243504312,26.104143319291033,6.923737199690624,46.56975498240831,0.0,-2.362513239114444,1.0,5.516700717616262,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEMBL3884552,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,5.87,6.064024999999952,-0.19402499999995193,0.005612132415709578,0.0,-0.13936085267903894,0.1999896061884292,11.443439828132366,0.10389723191778977,3.3893180087374795,12.589894139398735,48.13421904875693,7.109797541277533,5.907179729351506,3.034709951305988,1.0,0.0,5.098681808301038,2.0,1.0,1.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
