Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',280,nM,6.55,,,UO_0000065,24.79,0.47,4.08,8.36,0,CHEMBL3588679,Inhibition of recombinant HDAC2 (unknown origin) incubated for 10 mins using Boc-Lys(acetyl)-AMC fluorogenic substrate by homogeneous fluorescence release assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3585316,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,0.28
CHEMBL4226433,,None,334.35,0,2.01,16e,O=C(CCCCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,'=',42,nM,7.38,,,UO_0000065,22.06,0.42,5.37,6.89,0,CHEMBL4221574,Inhibition of full length recombinant human C-terminal His-tagged HDAC2 expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,0.042
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',282,nM,6.55,,,UO_0000065,24.78,0.47,4.08,8.35,1,CHEMBL971413,Inhibition of human recombinant HDAC2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1136917,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,282
CHEMBL3673107,,None,398.47,0,4.24,BDBM160563,Cc1ccc2[nH]c(C(=O)NCc3ccc(C(=O)Nc4ccccc4N)cc3)cc2c1,IC50,'=',1140,nM,5.94,,303687,UO_0000065,14.91,0.27,1.7,5.94,0,CHEMBL3705740,Inhibition Assay: The test was conducted according to the instructions in the HDAC Inhibitor Drug Screening Kit (Biovision/Catalog # 50051,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',16,nM,7.8,,,UO_0000065,29.49,0.56,5.33,9.94,0,CHEMBL1925439,Inhibition of human recombinant full-length HDAC2 using fluorophore conjugated substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1921669,1,Scientific Literature,J Med Chem,2011,None,,,,16
CHEMBL4552057,,None,439.52,0,2.37,10a,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CCCCCCC(=O)NO)c3n2)cc1,IC50,'=',1.6,nM,8.8,,,UO_0000065,20.01,0.38,6.43,6.69,0,CHEMBL4413540,Inhibition of recombinant full length human HDAC2 expressed in baculovirus expression system using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4411315,1,Scientific Literature,J Med Chem,2019,None,,,,1.6
CHEMBL3577694,,None,635.72,2,5.68,8c,CN1c2ccc(NCc3ccc(-c4noc(CCCCCCC(=O)NO)n4)cc3)cc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,IC50,'=',275,nM,6.56,,,UO_0000065,10.32,0.19,0.88,4.1,0,CHEMBL3580078,Inhibition of recombinant C-terminal His-tagged full length human HDAC2 expressed in baculovirus infected insect Sf9 cells using fluorogenic HDAC substrate 3 after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3576845,1,Scientific Literature,ACS Med Chem Lett,2015,CHEMBL3308860,,,,275
CHEMBL471043,,None,354.36,0,2.54,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3356915,,None,377.51,0,2.13,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3317810,,None,544.72,1,2.93,3,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](Cc1ccccc1)NC2=O,IC50,'=',1.7,nM,8.77,,,UO_0000065,16.1,0.33,5.84,7.99,0,CHEMBL3366146,Inhibition of HDAC2 (unknown origin) incubated at 37 degC for 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3352389,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,1.7
CHEMBL511749,,None,446.5,0,3.87,7,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,IC50,'=',252,nM,6.6,,,UO_0000065,14.78,0.28,2.73,4.62,0,CHEMBL976442,Inhibition of HDAC2 after 17 hrs,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1155917,1,Scientific Literature,J Med Chem,2008,None,,,,252
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3617543,,None,171.18,0,1.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3526942,,None,349.43,0,3.01,M7,Cc1[nH]c2cc(O)ccc2c1CCNCc1ccc(/C=C/C(N)=O)cc1,IC50,'=',27000,nM,4.57,,,UO_0000065,13.07,0.24,1.56,5.01,0,CHEMBL3538485,Inhibition of flag-tagged HDAC2 (unknown origin) expressed in SF21 cells using [3H]acetylated human histone H4 peptide as substrate by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3526051,1,Scientific Literature,Drug Metab Dispos,2012,CHEMBL4106362,,,,27000
CHEMBL3585985,,None,360.76,1,5.01,10f,O=C(CCCCCCc1nc(-c2ccc(Cl)cc2)no1)C(F)(F)F,IC50,'=',8560,nM,5.07,,,UO_0000065,14.05,0.29,0.06,9.05,0,CHEMBL3588679,Inhibition of recombinant HDAC2 (unknown origin) incubated for 10 mins using Boc-Lys(acetyl)-AMC fluorogenic substrate by homogeneous fluorescence release assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3585316,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,8.56
CHEMBL4761389,,None,563.74,1,4.41,4,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc(C(=O)NC3CCOC3)cc2)[nH]1,IC50,'=',54,nM,7.27,,,UO_0000065,12.89,0.24,2.86,6.24,0,CHEMBL4689534,Inhibition of HDAC2 (unknown origin) using compound purified by traditional preparative HPLC work-flow,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4680369,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR,,54
CHEMBL3310505,,None,540.71,1,1.43,1; FK228,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',47,nM,7.33,,,UO_0000065,13.55,0.28,5.9,5.14,1,CHEMBL5344774,Inhibition of human full length recombinant HDAC2 expressed in baculovirus infected Sf9 cells using RHKKAc as substrate preincubated for 10 mins followed by substrate addition and measured after 2 hrs by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5344407,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 2.167 hr,INHIBITOR,,47
CHEMBL3655958,,None,288.28,0,1.84,BDBM139303,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CC2)nc1,IC50,'=',78,nM,7.11,,274371,UO_0000065,24.66,0.46,5.27,8.16,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5084881,,None,350.35,0,3.88,5a,O=C(NO)c1cccc(/C=C/c2ccnc(-c3cc(F)ccc3O)c2)c1,IC50,'=',2060,nM,5.69,,,UO_0000065,16.23,0.3,1.81,6.9,0,CHEMBL5039323,Inhibition of HDAC2 (unknown origin) using Ac-peptide as substrate preincubated for 15 mins followed by substrate addition by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5038581,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR,,2.06
CHEMBL4293858,,None,287.29,0,2.62,5; BRD3308,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1,IC50,'=',1150,nM,5.94,,,UO_0000065,20.67,0.39,3.32,7.05,1,CHEMBL5234155,Inhibition of human recombinant HDAC2 at 0.1 uM using AMC-K(Ac)GL as substrate incubated for 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5233233,1,Scientific Literature,Eur J Med Chem,2020,None,DOSE = 0.1 microM | TIME = 1.0 hr,INHIBITOR,,1.15
CHEMBL3670673,,None,502.57,2,5.82,BDBM119702,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccccc2)cc1,IC50,'>',5000,nM,,,246684,UO_0000065,,,,,0,CHEMBL3707945,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4457698,,None,546.65,1,3.53,1,CN(C)c1cccc2c(S(=O)(=O)N(CC(=O)NCc3ccccc3)Cc3ccc(C(=O)NO)cc3)cccc12,IC50,'=',3500,nM,5.46,,,UO_0000065,9.98,0.19,1.93,4.58,0,CHEMBL4399660,Inhibition of recombinant human full length C-terminal Flag-tagged HDAC2 expressed in baculovirus infected Sf9 cells using ZMAL as substrate incubated for 90 mins by fluorometric method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4396931,1,Scientific Literature,Bioorg Med Chem,2019,CHEMBL3308860,,,,3.5
CHEMBL4470442,,None,290.36,0,2.04,6,C=CCOC(=O)NCCCC(=O)NCCc1ccccc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4430645,Inhibition of full length recombinant human HDAC2 expressed in baculovirus expression system using fluorogenic peptide RHKK(Ac) as substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,1
CHEMBL3639548,,None,290.3,0,2.08,BDBM139290,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(F)cc1,IC50,'=',1083,nM,5.96,,274358,UO_0000065,20.55,0.39,3.89,6.85,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3898716,,None,547.64,1,0.88,13a,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCC(=O)NO)CC4)ccc3OCC)nc12,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL3860992,Inhibition of full length recombinant human C-terminal His-tagged HDAC2 expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,,20000
CHEMBL3962991,,None,482.59,0,3.18,30b,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N4CCC(CCC(=O)NO)CC4)ccc3OCC)nc12,IC50,'=',2030,nM,5.69,,,UO_0000065,,,,,0,CHEMBL3860992,Inhibition of full length recombinant human C-terminal His-tagged HDAC2 expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,,2030
CHEMBL4584008,,None,461.93,0,4.8,8x,O=C(CCCCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(F)cc3)n2)cn1)NO,IC50,'=',430,nM,6.37,,,UO_0000065,13.78,0.27,1.57,5.44,0,CHEMBL4347604,Inhibition of HDAC2 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4346670,1,Scientific Literature,J Med Chem,2019,None,,,,0.43
CHEMBL4557077,,None,252.34,0,2.67,5k,Fc1ccc2c(c1)SC(=S)N1CCCN=C21,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL4409763,Inhibition of recombinant human full length C-terminal His-tagged HDAC2 expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,50
CHEMBL146250,,None,542.72,2,0.89,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4589605,,None,495.4,0,4.82,4o,Cn1c(SCc2ccc(C(=O)Nc3ccccc3N)cc2)nc2cc(Br)ccc2c1=O,IC50,'=',530,nM,6.28,,,UO_0000065,12.67,0.28,1.46,6.97,0,CHEMBL4394938,Inhibition of human recombinant His-tagged HDAC2 (1 to 582 residues) expressed in baculovirus infected insect cells using FLUOR DE LYS Green as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4393680,1,Scientific Literature,Eur J Med Chem,2019,None,,,,0.53
CHEMBL4467713,,None,532.66,1,2.59,41cS,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/C(F)(F)CS)OC1=O,IC50,'=',18.49,nM,7.73,,,UO_0000065,14.52,0.31,5.14,7.05,0,CHEMBL4363857,Inhibition of recombinant full length human HDAC2 expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359920,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,18.49
CHEMBL272980,MOCETINOSTAT,2,396.45,0,3.99,MGCD0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2425955,,None,321.34,0,2.21,20,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1-c1ccccc1,IC50,'=',7380,nM,5.13,,,UO_0000065,15.97,0.29,2.92,6.09,0,CHEMBL5351760,Inhibition of human HDAC2 expressed in baculovirus expression system in Sf9 cells using RHKKAc (379 to 382 residues) fluorogenic peptide as substrate and measured after 2 hrs by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5346972,1,Scientific Literature,J Med Chem,2023,None,TIME = 2.0 hr,INHIBITOR,,7380
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,6,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'>',30000,nM,,,,UO_0000065,,,,,1,CHEMBL4198897,Inhibition of HDAC2 (unknown origin),A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4196089,1,Scientific Literature,Eur J Med Chem,2018,None,,,,30000
CHEMBL4217319,,None,506.54,1,3.65,14,COc1ccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc1OC,IC50,'=',2140,nM,5.67,,,UO_0000065,11.19,0.22,2.02,4.57,0,CHEMBL4199450,Inhibition of human HDAC2 using RHKKAc peptide as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4196108,1,Scientific Literature,J Med Chem,2018,None,,,,2140
CHEMBL3311465,,None,333.39,0,2.36,13,O=C(CCCCCCC(=O)Nc1ccc2c(c1)CCC(=O)N2)NO,IC50,'=',18,nM,7.75,,,UO_0000065,23.23,0.44,5.38,7.2,0,CHEMBL3373319,Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351757,1,Scientific Literature,Bioorg Med Chem,2014,None,,,,0.018
CHEMBL3311466,,None,361.44,0,3.09,14,CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc21,IC50,'=',10,nM,8,,,UO_0000065,22.13,0.42,4.91,7.44,0,CHEMBL3373319,Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351757,1,Scientific Literature,Bioorg Med Chem,2014,None,,,,0.01
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5073909,,None,362.43,0,2.81,11d,CCCNNC(=O)c1ccc(CNC(=O)c2ccc3ccccc3n2)cc1,IC50,'=',57.31,nM,7.24,,,UO_0000065,19.98,0.37,4.43,8.71,0,CHEMBL5043886,Inhibition of human recombinant HDAC2 using Boc-Lys(acetyl)-AMC substrate incubated for 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5042504,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,57.31
CHEMBL5093545,,None,453.93,0,4.31,8i,O=C(CCCCCCCNc1nn2c(=O)c3cc(Cl)ccc3nc2c2ccccc12)NO,IC50,'=',59.2,nM,7.23,,,UO_0000065,15.92,0.31,2.92,6.65,0,CHEMBL5043974,Inhibition of HDAC2 (unknown origin) incubated for 30 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5042505,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,59.2
CHEMBL5425781,,None,351.45,0,3.82,85,Nc1ccccc1N1CC(CCCCCC(=O)Nc2ccccc2)C1=O,IC50,'>',1000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5356826,Inhibition of human recombinant HDAC2 using ArgHisLysLys(Ac) as substrate by fluorescence based analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5352506,1,Scientific Literature,J Med Chem,2023,None,,,,1000
CHEMBL3621296,,None,368.39,0,2.51,8,O=C(CCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2)NO,IC50,'=',20.4,nM,7.69,,,UO_0000065,20.88,0.39,5.18,6.24,0,CHEMBL3626709,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None,,,,2.04
CHEMBL4475018,,None,532.61,0,4.58,28a,CCCN(CC)NC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,'=',8071,nM,5.09,,,UO_0000065,12.17,0.22,0.51,8.47,0,CHEMBL4346117,Inhibition of recombinant human HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,None,,,,8071
CHEMBL4583564,,None,411.42,0,2.62,16c,CCCNNC(=O)c1ccc(CNCc2ccccc2)cc1.O=C(O)C(F)(F)F,IC50,'=',441.3,nM,6.36,,,UO_0000065,21.37,0.39,3.74,11.95,0,CHEMBL4346117,Inhibition of recombinant human HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,None,,,,441.3
CHEMBL3655909,,None,316.21,0,2.5,BDBM139250,O=C(NO)c1cnc(Nc2cc(F)cc(C(F)(F)F)c2)nc1,IC50,'=',345,nM,6.46,,274318,UO_0000065,20.44,0.4,3.96,7.42,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL272980,MOCETINOSTAT,2,396.45,0,3.99,1f,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL946981,Inhibition of HDAC2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,None,,,,
CHEMBL5172937,,None,359.43,0,4.38,35j,CCNNC(=O)c1ccc(CN2c3ccccc3Oc3ccccc32)cc1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5119735,Inhibition of recombinant HDAC2 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,,,5
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',178,nM,6.75,,,UO_0000065,25.54,0.49,4.28,8.61,1,CHEMBL4620318,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4619724,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,178
CHEMBL272980,MOCETINOSTAT,2,396.45,0,3.99,Mocetinostat,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,'=',290,nM,6.54,,,UO_0000065,16.49,0.3,2.55,6.18,1,CHEMBL5344779,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5344407,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,290
CHEMBL4471956,,None,565.7,2,5.67,16b,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCc1ccc(C(=O)Nc2ccccc2N)cc1,IC50,'=',140,nM,6.85,,,UO_0000065,12.12,0.23,1.18,6.05,0,CHEMBL4344663,Inhibition of HDAC2 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,,,0.14
